10,8,9,3,0
10,10,11,6,0
10,12,13,7,0
10,14,15,5,0
10,0,0,3,1
10,0,0,4,1
10,0,0,10,1
10,0,0,10,1
10,0,0,9,1
10,0,0,9,1
10,0,0,5,1
10,0,0,10,1
11,2,3,6,0
11,4,5,7,0
11,6,7,7,0
11,8,9,4,0
11,10,11,5,0
11,12,13,9,0
11,14,15,9,0
11,0,0,10,1
11,0,0,10,1
11,0,0,6,1
11,0,0,6,1
11,0,0,7,1
11,0,0,10,1
11,0,0,9,1
11,0,0,10,1
12,2,3,3,0
12,4,5,1,0
12,6,7,4,0
12,8,9,6,0
12,10,11,5,0
12,12,13,2,0
12,14,15,8,0
12,0,0,10,1
12,0,0,10,1
12,0,0,5,1
12,0,0,3,1
12,0,0,2,1
12,0,0,4,1
12,0,0,8,1
12,0,0,10,1
13,2,3,3,0
13,4,5,8,0
13,6,7,9,0
13,8,9,6,0
13,10,11,1,0
13,12,13,2,0
13,14,15,7,0
13,0,0,3,1
13,0,0,10,1
13,0,0,10,1
13,0,0,3,1
13,0,0,9,1
13,0,0,9,1
13,0,0,7,1
13,0,0,10,1
14,2,3,6,0
14,4,5,2,0
14,6,7,5,0
14,8,9,8,0
14,10,11,9,0
14,12,13,7,0
14,14,15,4,0
14,0,0,2,1
14,0,0,10,1
14,0,0,6,1
14,0,0,10,1
14,0,0,10,1
14,0,0,10,1
14,0,0,4,1
14,0,0,10,1
15,2,3,9,0
15,4,5,2,0
15,6,7,6,0
15,8,9,5,0
15,10,11,6,0
15,12,13,5,0
15,14,15,1,0
15,0,0,10,1
15,0,0,9,1
15,0,0,9,1
15,0,0,9,1
15,0,0,6,1
15,0,0,10,1
15,0,0,1,1
15,0,0,10,1
16,2,3,6,0
16,4,5,4,0
16,6,7,4,0
16,8,9,3,0
16,10,11,1,0
16,12,13,9,0
16,14,15,5,0
16,0,0,6,1
16,0,0,4,1
16,0,0,6,1
16,0,0,6,1
16,0,0,10,1
16,0,0,10,1
16,0,0,5,1
16,0,0,10,1
17,2,3,4,0
17,4,5,6,0
17,6,7,2,0
17,8,9,5,0
17,10,11,3,0
17,12,13,7,0
17,14,15,6,0
17,0,0,5,1
17,0,0,10,1
17,0,0,10,1
17,0,0,10,1
17,0,0,10,1
17,0,0,10,1
17,0,0,6,1
17,0,0,10,1
18,2,3,8,0
18,4,5,9,0
18,6,7,4,0
18,8,9,4,0
18,10,11,7,0
18,12,13,5,0
18,14,15,7,0
18,0,0,8,1
18,0,0,10,1
18,0,0,10,1
18,0,0,10,1
18,0,0,10,1
18,0,0,10,1
18,0,0,10,1
18,0,0,10,1
19,2,3,2,0
19,4,5,4,0
19,6,7,9,0
19,8,9,5,0
19,10,11,7,0
19,12,13,7,0
19,14,15,8,0
19,0,0,5,1
19,0,0,10,1
19,0,0,7,1
19,0,0,10,1
19,0,0,9,1
19,0,0,9,1
19,0,0,10,1
19,0,0,10,1
20,2,3,2,0
20,4,5,6,0
20,6,7,4,0
20,8,9,8,0
20,10,11,1,0
20,12,13,8,0
20,14,15,9,0
20,0,0,10,1
20,0,0,6,1
20,0,0,1,1
20,0,0,10,1
20,0,0,4,1
20,0,0,10,1
20,0,0,9,1
20,0,0,10,1
21,2,3,1,0
21,4,5,3,0
21,6,7,2,0
21,8,9,8,0
21,10,11,4,0
21,12,13,3,0
21,14,15,8,0
21,0,0,8,1
21,0,0,1,1
21,0,0,1,1
21,0,0,10,1
21,0,0,2,1
21,0,0,2,1
21,0,0,10,1
21,0,0,10,1
22,2,3,8,0
22,4,5,5,0
22,6,7,4,0
22,8,9,6,0
22,10,11,7,0
22,12,13,7,0
22,14,15,2,0
22,0,0,5,1
22,0,0,10,1
22,0,0,7,1
22,0,0,10,1
22,0,0,7,1
22,0,0,10,1
22,0,0,2,1
22,0,0,10,1
23,2,3,6,0
23,4,5,8,0
23,6,7,9,0
23,8,9,4,0
23,10,11,5,0
23,12,13,4,0
23,14,15,1,0
23,0,0,4,1
23,0,0,10,1
23,0,0,10,1
23,0,0,10,1
23,0,0,4,1
23,0,0,10,1
23,0,0,1,1
23,0,0,10,1
24,2,3,6,0
24,4,5,7,0
24,6,7,2,0
24,8,9,8,0
24,10,11,5,0
24,12,13,3,0
24,14,15,5,0
24,0,0,8,1
24,0,0,7,1
24,0,0,10,1
24,0,0,10,1
24,0,0,3,1
24,0,0,2,1
24,0,0,5,1
24,0,0,10,1
25,2,3,8,0
25,4,5,1,0
25,6,7,5,0
25,8,9,6,0
25,10,11,5,0
25,12,13,1,0
25,14,15,1,0
25,0,0,10,1
25,0,0,10,1
25,0,0,5,1
25,0,0,10,1
25,0,0,1,1
25,0,0,10,1
25,0,0,10,1
25,0,0,10,1
26,2,3,7,0
26,4,5,4,0
26,6,7,3,0
26,8,9,6,0
26,10,11,8,0
26,12,13,2,0
26,14,15,2,0
26,0,0,4,1
26,0,0,10,1
26,0,0,7,1
26,0,0,7,1
26,0,0,10,1
26,0,0,3,1
26,0,0,10,1
26,0,0,10,1
27,2,3,7,0
27,4,5,4,0
27,6,7,8,0
27,8,9,9,0
27,10,11,3,0
27,12,13,6,0
27,14,15,6,0
27,0,0,10,1
27,0,0,10,1
27,0,0,3,1
27,0,0,10,1
27,0,0,10,1
27,0,0,10,1
27,0,0,10,1
27,0,0,10,1
28,2,3,3,0
28,4,5,4,0
28,6,7,1,0
28,8,9,8,0
28,10,11,6,0
28,12,13,8,0
28,14,15,6,0
28,0,0,8,1
28,0,0,10,1
28,0,0,6,1
28,0,0,3,1
28,0,0,1,1
28,0,0,1,1
28,0,0,6,1
28,0,0,10,1
29,2,3,8,0
29,4,5,1,0
29,6,7,6,0
29,8,9,6,0
29,10,11,4,0
29,12,13,7,0
29,14,15,1,0
29,0,0,10,1
29,0,0,10,1
29,0,0,10,1
29,0,0,8,1
29,0,0,6,1
29,0,0,10,1
29,0,0,10,1
29,0,0,10,1
30,2,3,2,0
30,4,5,4,0
30,6,7,5,0
30,8,9,7,0
30,10,11,8,0
30,12,13,1,0
30,14,15,3,0
30,0,0,10,1
30,0,0,2,1
30,0,0,8,1
30,0,0,2,1
30,0,0,5,1
30,0,0,10,1
30,0,0,3,1
30,0,0,10,1
31,2,3,3,0
31,4,5,6,0
31,6,7,5,0
31,8,9,9,0
31,10,11,5,0
31,12,13,7,0
31,14,15,6,0
31,0,0,3,1
31,0,0,10,1
31,0,0,3,1
31,0,0,10,1
31,0,0,10,1
31,0,0,5,1
31,0,0,6,1
31,0,0,10,1
32,2,3,6,0
32,4,5,4,0
32,6,7,2,0
32,8,9,8,0
32,10,11,5,0
32,12,13,3,0
32,14,15,8,0
32,0,0,6,1
32,0,0,6,1
32,0,0,6,1
32,0,0,6,1
32,0,0,10,1
32,0,0,2,1
32,0,0,8,1
32,0,0,10,1
33,2,3,4,0
33,4,5,7,0
33,6,7,6,0
33,8,9,2,0
33,10,11,6,0
33,12,13,8,0
33,14,15,7,0
33,0,0,4,1
33,0,0,7,1
33,0,0,6,1
33,0,0,4,1
33,0,0,6,1
33,0,0,6,1
33,0,0,7,1
33,0,0,10,1
34,2,3,7,0
34,4,5,3,0
34,6,7,4,0
34,8,9,1,0
34,10,11,5,0
34,12,13,5,0
34,14,15,8,0
34,0,0,7,1
34,0,0,10,1
34,0,0,10,1
34,0,0,7,1
34,0,0,5,1
34,0,0,4,1
34,0,0,8,1
34,0,0,10,1
35,2,3,4,0
35,4,5,5,0
35,6,7,8,0
35,8,9,1,0
35,10,11,8,0
35,12,13,5,0
35,14,15,1,0
35,0,0,4,1
35,0,0,5,1
35,0,0,10,1
35,0,0,4,1
35,0,0,5,1
35,0,0,10,1
35,0,0,1,1
35,0,0,10,1
36,2,3,9,0
36,4,5,7,0
36,6,7,6,0
36,8,9,8,0
36,10,11,2,0
36,12,13,3,0
36,14,15,8,0
36,0,0,9,1
36,0,0,7,1
36,0,0,10,1
36,0,0,9,1
36,0,0,10,1
36,0,0,10,1
36,0,0,8,1
36,0,0,10,1
37,2,3,6,0
37,4,5,1,0
37,6,7,5,0
37,8,9,5,0
37,10,11,5,0
37,12,13,9,0
37,14,15,1,0
37,0,0,5,1
37,0,0,10,1
37,0,0,6,1
37,0,0,10,1
37,0,0,9,1
37,0,0,5,1
37,0,0,1,1
37,0,0,10,1
38,2,3,7,0
38,4,5,1,0
38,6,7,1,0
38,8,9,6,0
38,10,11,4,0
38,12,13,2,0
38,14,15,8,0
38,0,0,1,1
38,0,0,7,1
38,0,0,4,1
38,0,0,10,1
38,0,0,2,1
38,0,0,1,1
38,0,0,8,1
38,0,0,10,1
39,2,3,3,0
39,4,5,8,0
39,6,7,4,0
39,8,9,7,0
39,10,11,4,0
39,12,13,9,0
39,14,15,1,0
39,0,0,7,1
39,0,0,10,1
39,0,0,3,1
39,0,0,3,1
39,0,0,4,1
39,0,0,4,1
39,0,0,1,1
39,0,0,10,1
40,2,3,7,0
40,4,5,4,0
40,6,7,9,0
40,8,9,2,0
40,10,11,8,0
40,12,13,8,0
40,14,15,5,0
40,0,0,4,1
40,0,0,10,1
40,0,0,10,1
40,0,0,10,1
40,0,0,10,1
40,0,0,10,1
40,0,0,5,1
40,0,0,10,1
41,2,3,4,0
41,4,5,3,0
41,6,7,1,0
41,8,9,1,0
41,10,11,2,0
41,12,13,6,0
41,14,15,2,0
41,0,0,3,1
41,0,0,10,1
41,0,0,4,1
41,0,0,4,1
41,0,0,1,1
41,0,0,10,1
41,0,0,10,1
41,0,0,10,1
42,2,3,6,0
42,4,5,1,0
42,6,7,8,0
42,8,9,9,0
42,10,11,7,0
42,12,13,3,0
42,14,15,9,0
42,0,0,6,1
42,0,0,6,1
42,0,0,7,1
42,0,0,6,1
42,0,0,8,1
42,0,0,10,1
42,0,0,10,1
42,0,0,10,1
43,2,3,7,0
43,4,5,8,0
43,6,7,9,0
43,8,9,3,0
43,10,11,4,0
43,12,13,2,0
43,14,15,4,0
43,0,0,10,1
43,0,0,7,1
43,0,0,7,1
43,0,0,7,1
43,0,0,10,1
43,0,0,10,1
43,0,0,10,1
43,0,0,10,1
44,2,3,5,0
44,4,5,6,0
44,6,7,8,0
44,8,9,3,0
44,10,11,3,0
44,12,13,3,0
44,14,15,4,0
44,0,0,6,1
44,0,0,5,1
44,0,0,10,1
44,0,0,10,1
44,0,0,10,1
44,0,0,10,1
44,0,0,4,1
44,0,0,10,1
45,2,3,1,0
45,4,5,7,0
45,6,7,5,0
45,8,9,3,0
45,10,11,8,0
45,12,13,8,0
45,14,15,9,0
45,0,0,7,1
45,0,0,1,1
45,0,0,8,1
45,0,0,1,1
45,0,0,8,1
45,0,0,5,1
45,0,0,10,1
45,0,0,10,1
46,2,3,8,0
46,4,5,1,0
46,6,7,4,0
46,8,9,3,0
46,10,11,3,0
46,12,13,1,0
46,14,15,7,0
46,0,0,3,1
46,0,0,1,1
46,0,0,3,1
46,0,0,8,1
46,0,0,10,1
46,0,0,4,1
46,0,0,10,1
46,0,0,10,1
47,2,3,5,0
47,4,5,3,0
47,6,7,8,0
47,8,9,6,0
47,10,11,8,0
47,12,13,9,0
47,14,15,1,0
47,0,0,3,1
47,0,0,3,1
47,0,0,5,1
47,0,0,10,1
47,0,0,10,1
47,0,0,10,1
47,0,0,1,1
47,0,0,10,1
48,2,3,3,0
48,4,5,4,0
48,6,7,7,0
48,8,9,8,0
48,10,11,9,0
48,12,13,9,0
48,14,15,1,0
48,0,0,10,1
48,0,0,10,1
48,0,0,10,1
48,0,0,3,1
48,0,0,10,1
48,0,0,10,1
48,0,0,1,1
48,0,0,10,1
49,2,3,7,0
49,4,5,4,0
49,6,7,4,0
49,8,9,8,0
49,10,11,6,0
49,12,13,1,0
49,14,15,8,0
49,0,0,8,1
49,0,0,7,1
49,0,0,7,1
49,0,0,7,1
49,0,0,4,1
49,0,0,4,1
49,0,0,10,1
49,0,0,10,1
50,2,3,8,0
50,4,5,9,0
50,6,7,4,0
50,8,9,6,0
50,10,11,7,0
50,12,13,5,0
50,14,15,6,0
50,0,0,6,1
50,0,0,8,1
50,0,0,7,1
50,0,0,10,1
50,0,0,4,1
50,0,0,4,1
50,0,0,6,1
50,0,0,10,1
